Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,Original_index,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
128,Raider,2.3659417040358743,0.4286233183856502,91.0,0.0,134,0.3780807174887891,0.05054260089686099,0.1670762331838566,0.4043004484304933,0.984968062230079,0.46760209079476184,0.6681704962154636,0.3255959127270018
129,Sneaky Tit For Tat,2.362645739910314,0.7665560538116591,47.0,1.0,173,0.5772825112107622,0.1892735426008969,0.09961883408071759,0.13382511210762316,0.8983136884903696,0.5779117934294017,0.7489041543472874,0.6774738446791028
130,Hard Prober,2.3565470852017936,0.4084394618834081,86.0,0.0,98,0.3505650224215247,0.05787443946188348,0.17764125560538113,0.41391928251121074,0.8756454131313992,0.4600591730045814,0.5227399000887173,0.37863400776819517
131,Second by Tester,2.354932735426009,0.5720313901345292,56.0,0.0,163,0.4921524663677127,0.07987892376681621,0.11370403587443946,0.3142645739910315,0.8786629786470737,0.44940851419771083,1.0,0.38984032290218495
132,Prober 2,2.351457399103139,0.7194349775784753,54.0,0.0,129,0.6096502242152466,0.10978475336322874,0.0603139013452916,0.2202511210762332,1.0,0.6520037335737698,1.0,0.4368632675344694
133,Ripoff,2.3491479820627803,0.5648385650224216,61.0,0.0,144,0.4801883408071747,0.0846502242152467,0.11642600896860986,0.3187354260089688,0.9773124919506467,0.45866796618865197,1.0,0.3144030068538256
134,Second by Colbert,2.3482286995515693,0.8115560538116592,65.0,1.0,151,0.642201793721973,0.16935426008968607,0.058856502242152595,0.12958744394618826,0.9706479951883037,0.564420224963502,0.7838032143293451,0.5988409688033661
135,AdaptorLong,2.3466591928251117,0.44541255605381164,101.0,0.9919282511210762,7,0.3319686098654707,0.11344394618834078,0.20080269058295966,0.35378475336322873,0.9347281344455557,0.015309482278432793,0.020054517917937446,0.324462854651188
136,Average Copier,2.3409417040358744,0.6614798206278026,62.0,0.5049327354260089,16,0.5681165919282509,0.09336322869955159,0.07684753363228704,0.26167264573991045,0.8592765740123409,0.48349240338045063,0.6599730986083863,0.34030491371819643
137,Cooperator,2.340067264573991,1.0,0.0,1.0,27,0.7814708520179373,0.21852914798206277,0.0,0.0,1.0,1.0,0,0
138,Willing,2.270201793721973,0.961695067264574,19.0,0.5004484304932736,199,0.740116591928251,0.22157847533632297,0.002322869955156951,0.035982062780269025,1.0,1.0,1.0,0
139,First by Downing,2.2495291479820625,0.3032017937219731,112.0,0.0,61,0.2641300448430494,0.03907174887892375,0.19100000000000011,0.5057982062780266,0.9874715885153811,0.6419910054467345,0.2419221623570322,0.32524089976585363
140,DoubleResurrection,2.2416143497757846,0.5107892376681614,100.0,1.0,42,0.31142600896860984,0.19936322869955161,0.20402242152466363,0.2851883408071749,0.8420310399252104,0,1.0,0.17350103231515257
141,Adaptive,2.2360762331838564,0.5334349775784754,106.0,1.0,4,0.36787892376681597,0.16555605381165922,0.1690179372197308,0.2975470852017941,0.9250480062728779,0.9402904895423109,0.195330956921866,0.2279601188850897
142,Prober,2.2116367713004483,0.3923363228699552,78.0,0.0,128,0.32309865470852034,0.06923766816143502,0.15890582959641247,0.4487578475336321,0.8370617755138926,0.45950464370271066,0.7224108124472822,0.2805674018662353
143,Risky QLearner,2.208430493273543,0.8536860986547086,64.0,0.9434977578475336,145,0.6369596412556054,0.2167264573991031,0.03521973094170402,0.11109417040358743,0.9506821061780311,0.9208242151383994,0.9455878628144756,0.6501986423130456
144,Suspicious Tit For Tat,2.208273542600897,0.5437085201793722,106.0,0.0,183,0.4315515695067265,0.11215695067264579,0.11457847533632284,0.3417130044843049,1.0,0,1.0,0
145,Cautious QLearner,2.2057174887892375,0.8580672645739911,60.0,0.957847533632287,24,0.6405201793721972,0.21754708520179375,0.03673991031390136,0.10519282511210763,0.947859838018783,0.9323056581778343,0.9505662142100947,0.6250920129729776
146,Hesitant QLearner,2.2033856502242153,0.8562735426008968,61.0,0.9390134529147982,101,0.6395022421524663,0.2167713004484306,0.036300448430493286,0.10742600896860986,0.9501212358821713,0.9181990719484783,0.9428979040837123,0.6344786592593202
147,Detective,2.2026008968609867,0.4388206278026906,63.0,1.0,40,0.36799551569506733,0.0708251121076234,0.13473094170403577,0.4264484304932735,0.7740921689476129,0.4109199750487348,0.7407965820637348,0.2538770509307136
148,EasyGo,2.196681614349776,0.923067264573991,42.0,0.0,45,0.6116995515695065,0.3113677130044845,0.07224215246636782,0.004690582959641256,1.0,1.0,0,1.0
149,Remorseful Prober: 0.1,2.1869058295964128,0.4637399103139013,140.0,1.0,138,0.34595067264574,0.11778923766816142,0.15256502242152462,0.3836950672645741,0.8976061320970737,0,0.9009759809042726,0.317578310714179
150,Arrogant QLearner,2.186322869955157,0.8554932735426009,61.0,0.9443946188340807,15,0.6317309417040361,0.2237623318385648,0.036026905829596376,0.10847982062780273,0.9485545183020967,0.9241752102320411,0.9555460639235963,0.6117466250667942
151,Opposite Grudger,2.1826905829596415,0.9291748878923767,38.0,0.0,120,0.6978789237668163,0.23129596412556042,0.004677130044843046,0.06614798206278026,1.0,1.0,1.0,0
152,Random Tit for Tat: 0.5,2.170695067264574,0.5182645739910314,90.0,1.0,137,0.3240134529147982,0.19425112107623316,0.17823318385650222,0.3035022421524663,0.7368445766305889,0.23789449862029363,0.849238754520456,0.2989786582444852
153,ZD-Mem2,2.166793721973094,0.4942511210762332,119.0,1.0,214,0.3749237668161434,0.1193273542600897,0.1330762331838565,0.3726726457399103,0.8760274686957947,0.1583822817646989,0.7960003322409848,0.12535402055655306
154,Worse and Worse 2,2.1591928251121075,0.3124170403587444,119.0,1.0,205,0.17965470852017945,0.13276233183856503,0.23460538116591922,0.4529775784753363,0.696242307883851,0.28331177643813166,0.33684866601537344,0.1932585054671584
155,"First by Feld: 1.0, 0.5, 200",2.1571973094170405,0.36149775784753363,171.0,1.0,62,0.2936771300448432,0.06782062780269059,0.1584663677130045,0.4800358744394618,0.8709345355175361,0,0.7976251459668449,0
156,Prober 3,2.1496188340807176,0.26449775784753365,130.0,0.0,130,0.19214798206278036,0.07234977578475349,0.20927354260089695,0.5262286995515693,0.9852709140983277,0,0.648362653723484,0.19380244266847402
157,Worse and Worse,2.147219730941704,0.9004932735426009,73.0,1.0,204,0.6004394618834082,0.30005381165919276,0.062206278026905815,0.03730044843049325,0.9169937211925089,0.8906038166114928,0.8750007983996734,0.8585607078084599
158,ALLCorALLD,2.1416367713004485,0.6430493273542601,74.0,0.6430493273542601,0,0.5056143497757848,0.1374349775784753,0.06870852017937223,0.28824215246636775,1.0,1.0,0,0
159,Prober 4,2.140201793721973,0.2231883408071749,127.0,1.0,131,0.18213901345291483,0.041049327354260076,0.205286995515695,0.5715246636771301,0.5494243431715208,0.3237318029229199,0.4483715142943447,0.16798751104272372
160,Knowledgeable Worse and Worse,2.1360538116591927,0.49731390134529146,103.0,0.9937219730941704,105,0.28154708520179367,0.21576681614349785,0.19677578475336338,0.30591031390134515,0.7407631402938104,0.5667177047630121,0.47429118020898287,0.2978692827300999
161,Hard Go By Majority: 5,2.119798206278027,0.5049596412556053,108.0,0.0,97,0.41630941704035873,0.0886502242152467,0.09406278026905833,0.4009775784753362,1.0,0.6791070830562635,0.8062929212735342,0
162,Hard Go By Majority,2.117937219730942,0.48828699551569504,105.0,0.0,93,0.3943183856502241,0.09396860986547095,0.10473542600896855,0.4069775784753364,1.0,0.8076594459048811,0.7989939173504087,0
163,Stochastic Cooperator,2.115358744394619,0.5578385650224216,91.0,1.0,181,0.3718968609865472,0.18594170403587448,0.1383363228699551,0.3038251121076233,0.9328175777407189,0.23533467317082765,0.272461835114049,0.4203315458833969
164,Pun1,2.1092152466367713,0.7702062780269058,56.0,0.0,132,0.5134260089686099,0.25678026905829604,0.08449327354260096,0.14530044843049314,1.0,0.350407170319699,1.0,1.0
165,First by Tullock,2.101883408071749,0.44266367713004484,148.0,1.0,70,0.3713004484304932,0.07136322869955158,0.1101076233183857,0.4472286995515695,0.8302590541297845,0.586633489551628,0.6131246698906848,0.1842049903598619
166,Fortress3,2.0914798206278027,0.32671300448430496,98.0,0.0,76,0.13937668161434974,0.18733632286995514,0.25095067264573995,0.42233632286995515,1.0,0,0,0.46352439074248075
167,Fortress4,2.080762331838565,0.22471748878923767,104.0,0.0,77,0.08029147982062781,0.14442600896860985,0.26525112107623317,0.5100313901345292,1.0,0,0,0.30283593314643203
168,Hard Go By Majority: 40,2.0648878923766816,0.4560896860986547,127.0,0.0,96,0.3993318385650224,0.05675784753363229,0.0798251121076234,0.4640852017937219,1.0,0.7812052170431183,0.756528931858203,0
169,Burn Both Ends,2.063609865470852,0.4065156950672646,174.0,1.0,20,0.32915695067264583,0.07735874439461884,0.11899999999999997,0.47448430493273536,0.8922290469654934,0,0.8931841024461775,0
170,First by Joss: 0.9,2.0619058295964128,0.40743497757847535,173.0,1.0,65,0.3301614349775785,0.0772735426008969,0.11906278026905827,0.4735022421524663,0.8943750674946144,0,0.9051120707587218,0
171,Cooperator Hunter,2.0617713004484304,0.9548834080717489,40.0,1.0,28,0.6144080717488787,0.3404753363228702,0.04186098654708518,0.0032556053811659226,0.9582575804731213,1.0,0,1.0
172,Calculator,2.060964125560538,0.3064304932735426,151.0,1.0,22,0.24011659192825116,0.0663139013452914,0.1616860986547085,0.5318834080717489,0.9284362634249569,0,0.6228137190835931,0
173,Meta Hunter Aggressive: 7 players,2.0580717488789237,0.17581614349775784,117.0,1.0,220,0.09486098654708508,0.08095515695067258,0.23585201793721977,0.5883318385650226,0.7413823917721631,0.7371598396655301,0.15894189151023136,0.07501291657096835
174,Hard Go By Majority: 20,2.049304932735426,0.4429910313901345,130.0,0.0,95,0.3937713004484304,0.04921973094170401,0.07651569506726472,0.48049327354260085,1.0,0.7427690643112845,0.7412386833781577,0
175,Naive Prober: 0.1,2.047847533632287,0.40164125560538116,175.0,1.0,115,0.32393721973094186,0.07770403587443947,0.11865919282511213,0.4796995515695065,0.8890882295344108,0,0.8858228386436244,0
176,Stochastic WSLS: 0.05,2.0262331838565024,0.5516816143497758,79.0,1.0,182,0.2866008968609865,0.2650807174887892,0.179865470852018,0.26845291479820627,0.9465275711425848,0.052114953107925514,0.05559287970039194,0.9502256249600943
177,Winner21,2.0259865470852017,0.3422780269058296,176.0,0.0,203,0.30969058295964147,0.032587443946188316,0.10860538116591933,0.5491165919282509,1.0,0,0.5602427203458157,0.24759306251771268
178,SolutionB5,2.0200224215246636,0.38780269058295963,163.0,0.0,177,0.3292017937219732,0.058600896860986545,0.10333183856502245,0.5088654708520177,1.0,0,0.783655431832117,0
179,Cycler CCCDCD,2.012780269058296,0.67,71.0,1.0,32,0.3154439461883409,0.3545560538116593,0.18467713004484287,0.14532286995515684,0.5201476191824129,0.5422165988462919,1.0,1.0
180,Hard Go By Majority: 10,2.0083183856502242,0.4173004484304933,135.0,0.0,94,0.3730896860986546,0.04421076233183858,0.07847085201793733,0.5042286995515693,1.0,0.7287215034750879,0.7157024654169408,0
181,SolutionB1,2.007354260089686,0.9149372197309417,41.0,0.0,176,0.6339999999999999,0.2809372197309418,0.006632286995515681,0.07843049327354268,1.0,1.0,0.4599673202614379,0.9136477812568837
182,Cycler CCCD,2.002914798206278,0.75,77.0,1.0,31,0.3847399103139013,0.3652600896860987,0.1501121076233184,0.09988789237668162,0.6232077108744968,0.7624263848048836,1.0,1.0
183,"ZD-SET-2: 0.25, 0.0, 2",1.9975784753363228,0.4129103139013453,101.0,1.0,216,0.23231390134529153,0.18059641255605374,0.1811883408071749,0.4059013452914798,0.7449788893637768,0.25138068596697327,0.5055195144855912,0.25229298500953
184,Cycler CCCCCD,1.9955381165919281,0.835,63.0,1.0,30,0.47108520179372193,0.3639147982062782,0.10499103139013434,0.06000896860986548,0.7840369068514439,0.8657667812942865,1.0,1.0
185,TF2,1.9776681614349776,0.1872914798206278,178.0,1.0,185,0.15721973094170408,0.0300717488789237,0.1732914798206278,0.6394170403587444,0.5077212340121421,0,0.5721112470912917,0.08737314531491179
186,Cycler CCD,1.971390134529148,0.67,63.0,1.0,33,0.29963677130044875,0.3703632286995517,0.18533632286995483,0.14466367713004477,0.40288787343661403,0.6402968891904564,1.0,1.0
187,$\pi$,1.9513228699551568,0.8075964125560539,71.0,1.0,126,0.3435022421524668,0.46409417040358714,0.18114798206278024,0.011255605381165872,0.6008689084919676,1.0,0.8966277469730457,1.0
188,SelfSteem,1.9487892376681613,0.46952466367713,80.0,0.5237668161434977,170,0.2543946188340806,0.21513004484304943,0.16613004484304927,0.3643452914798207,0.7145594564054556,0.3975770404637513,0.596334215639094,0.27685493965634056
189,Meta Winner Memory One: 37 players,1.9446188340807173,0.016789237668161434,178.0,1.0,222,0.011394618834080692,0.005394618834080713,0.23237219730941705,0.7508385650224215,0.5308701097198247,0.4696203703387954,0.07349539880699964,0.012338695995328197
190,AntiCycler,1.9439237668161435,0.9,62.0,1.0,12,0.5290134529147982,0.3709865470852019,0.06362780269058298,0.036372197309417,0.8525972276586087,0.8722495462501039,0.9012952957537549,0.9868964027185869
191,ThueMorseInverse,1.933609865470852,0.5,85.0,1.0,188,0.17381614349775787,0.326183856502242,0.22750672645739928,0.2724932735426008,0.2947093744297815,0.3897944543093885,0.5842514879708273,0.7571981934443645
192,Alternator,1.927152466367713,0.5,84.0,1.0,10,0.15362780269058304,0.34637219730941693,0.2409730941704036,0.2590269058295965,0,0,1.0,1.0
193,Tricky Cooperator,1.9180269058295962,0.8323363228699552,73.0,1.0,192,0.40174439461883416,0.4305919282511209,0.13700000000000004,0.030663677130044826,0.8847849208977977,1.0,0,1.0
194,$e$,1.9094618834080717,0.7924484304932735,76.0,1.0,217,0.3232331838565024,0.4692152466367712,0.18414349775784747,0.023408071748878913,0.5810355584711485,1.0,0.7600365277910464,1.0
195,Cycler DC,1.9006950672645742,0.5,69.0,0.0,34,0.14182959641255596,0.35817040358744395,0.2422600896860987,0.2577399103139013,0,0,1.0,1.0
196,"ZD-Extort-2: 0.1111111111111111, 0.5",1.9002242152466369,0.2627085201793722,187.0,1.0,207,0.21360538116591923,0.04910313901345291,0.13231838565022433,0.6049730941704036,0.8770444492673649,0.5200694590685581,0.3330923197282598,0
197,CollectiveStrategy,1.8973991031390134,0.014426008968609865,204.0,1.0,25,0.013251121076233115,0.0011748878923766824,0.21948430493273546,0.7660896860986548,0.6278696051423324,0,0,0.2847916861672077
198,"ZD-Extort-2 v2: 0.125, 0.5, 1",1.8950896860986548,0.25921076233183854,190.0,1.0,208,0.21028251121076236,0.04892825112107622,0.13217040358744397,0.6086188340807175,0.8673122971685762,0.4635289533052298,0.3734628474508662,0
199,ThueMorse,1.892421524663677,0.5,68.0,0.0,187,0.16821524663677126,0.33178475336322877,0.22122421524663685,0.2787757847533631,0.31268029756161786,0.39627000558473474,0.6495975984773676,0.7477591164679386
200,Better and Better,1.8911434977578476,0.10105381165919282,117.0,0.0008968609865470852,18,0.026349775784753362,0.07470403587443951,0.22747533632287,0.6714708520179371,0.16126465054785175,0.1362637417710227,0.10984529284896699,0.09625413404120624
201,Predator,1.89109865470852,0.08301345291479821,168.0,1.0,127,0.06602690582959662,0.016986547085201743,0.1932242152466368,0.7237623318385649,0.7245191169441298,0,0.2407016563422041,0.03939082144780697
202,Desperate,1.8880269058295962,0.36417040358744396,88.0,0.4780269058295964,39,0.0531210762331838,0.31104932735426,0.27221973094170415,0.36360986547085195,0,0,0,1.0
203,Bully,1.8880044843049326,0.5935829596412556,81.0,0.0,19,0.13303139013452905,0.4605515695067266,0.27033632286995507,0.13608071748878928,0,1.0,0,1.0
204,"Gradual Killer: (D, D, D, D, D, C, C)",1.8859641255605382,0.5864035874439462,77.0,0.0,88,0.4344798206278024,0.15192376681614375,0.04138116591928248,0.3722152466367714,1.0,0.7904687690824926,0.17497605146975548,0.1477011228306412
205,TF1,1.884080717488789,0.09511659192825112,174.0,1.0,184,0.067713004484305,0.02740358744394611,0.1934349775784755,0.7114484304932734,0.43022906930994725,0.6258213983983135,0.39964646575487456,0.08534639459994335
206,Win-Shift Lose-Stay: D,1.884080717488789,0.5342780269058296,89.0,0.0,200,0.2007264573991031,0.3335515695067264,0.20335874439461893,0.26236322869955153,0,1.0,1.0,0
207,First by Anonymous,1.8801793721973092,0.4998026905829596,78.0,0.5022421524663677,59,0.1973408071748879,0.30246188340807184,0.19735426008968607,0.30284304932735423,0.4935333700223668,0.5000594934262478,0.495656470510373,0.5109335463334465
208,UsuallyDefects,1.8775560538116591,0.07271300448430493,152.0,0.0,197,0.024372197309417042,0.04834080717488795,0.22022869955156976,0.7070582959641253,0,0,0,0.2602410846251257
209,Cycler DDC,1.8720852017937217,0.33,105.0,0.0,35,0.07851121076233188,0.25148878923766765,0.24173542600896888,0.4282645739910316,0,0,0.4309159636225415,0.6217761554324074
210,"ZD-Extort-4: 0.23529411764705882, 0.25, 1",1.871547085201794,0.15993721973094172,194.0,1.0,210,0.11714349775784752,0.042793721973094154,0.1699192825112108,0.6701434977578475,0.6247411993866381,0,0.4679731268526246,0
211,Negation,1.8710986547085202,0.596932735426009,76.0,0.5049327354260089,116,0.13908520179372202,0.457847533632287,0.26343497757847534,0.1396322869955157,0,1.0,0,1.0
212,Random: 0.5,1.8701121076233185,0.5013991031390135,76.0,0.5013452914798207,135,0.19659641255605376,0.30480269058295967,0.19604035874439454,0.302560538116592,0.49929630156542043,0.5064267762981804,0.4976461523357101,0.4998405393352125
213,Aggravater,1.8689461883408072,0.08399551569506726,208.0,0.0,8,0.08320179372197302,0.0007937219730941703,0.1768116591928251,0.7391928251121078,1.0,0,0.14934875880161788,0
214,"ZD-Extortion: 0.2, 0.1, 1",1.8655156950672644,0.1152152466367713,198.0,1.0,211,0.08618385650224214,0.029031390134529118,0.17938116591928252,0.7054035874439463,0.6245555513676796,0.21864614443913863,0.2908307760682923,0
215,"ZD-Extort3: 0.11538461538461539, 0.3333333333333333, 1",1.8649103139013452,0.19926008968609865,190.0,1.0,209,0.15767264573991047,0.041587443946188345,0.14908071748878923,0.6516591928251119,0.8298531793365203,0.529389412834211,0.28087181789253457,0
216,"ZD-Mischief: 0.1, 0.0, 1",1.864304932735426,0.09529596412556054,199.0,1.0,215,0.07397309417040353,0.021322869955156934,0.18513004484304932,0.7195739910313902,0.7833801331551095,0.6171237371938054,0.11379100667159538,0
217,Tricky Defector,1.8603811659192826,0.401,103.0,0.0,193,0.06215695067264567,0.3388430493273541,0.27028699551569507,0.3287130044843052,0,1.0,0,0.3001771717217814
218,$\phi$,1.8521524663677131,0.7095650224215246,66.0,1.0,86,0.23034080717488803,0.4792242152466367,0.21608071748878918,0.07435426008968611,0.4586034455423931,1.0,0.3290427657251639,1.0
219,Anti Tit For Tat,1.8474663677130045,0.6038161434977578,72.0,1.0,13,0.14077578475336328,0.46304035874439453,0.25726008968609876,0.13892376681614346,0,1.0,0,1.0
220,"Bush Mosteller: 0.5, 0.5, 3.0, 0.5",1.838116591928251,0.294067264573991,107.0,0.5067264573991032,21,0.1298699551569507,0.16419730941704047,0.1862600896860987,0.5196726457399102,0.5352039928106542,0.2801798509477825,0.2876680999286083,0.26740351147133057
221,Hopeless,1.8267040358744395,0.7466008968609865,73.0,0.48878923766816146,102,0.25193273542600897,0.49466816143497755,0.20866367713004488,0.04473542600896859,0,1.0,1.0,1.0
222,Handshake,1.7978699551569508,0.07425560538116592,196.0,1.0,92,0.04299551569506727,0.03126008968609862,0.18737219730941715,0.738372197309417,0.9224789870222073,0.9971501849987607,0,0.5428037467335144
223,Defector,1.7961434977578477,0.0,208.0,0.0,36,0.0,0.0,0.20025560538116594,0.7997443946188341,0,0,0,0
